model,weight,auc,prob_threshold,TP,FP,FN,TN,n_positive,n_negative,recall,fn_rate,specificity,fp_rate,precision,tn_fp_ratio,large_threshold,n_train_large,n_test_large,mapping,event,instrument,n_train,n_test,train_start,train_end,test_start,test_end
RF,3,0.5686109823911029,0.5,24,20,80,146,104,166,0.23076923076923078,0.7692307692307693,0.8795180722891566,0.12048192771084337,0.5454545454545454,7.3,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,3,0.5686109823911029,0.55,19,14,85,152,104,166,0.18269230769230768,0.8173076923076923,0.9156626506024096,0.08433734939759036,0.5757575757575758,10.857142857142858,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,3,0.5686109823911029,0.6000000000000001,7,5,97,161,104,166,0.0673076923076923,0.9326923076923077,0.9698795180722891,0.030120481927710843,0.5833333333333334,32.2,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,3,0.5686109823911029,0.6500000000000001,2,0,102,166,104,166,0.019230769230769232,0.9807692307692307,1.0,0.0,1.0,inf,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,3,0.5686109823911029,0.7000000000000001,1,0,103,166,104,166,0.009615384615384616,0.9903846153846154,1.0,0.0,1.0,inf,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,3,0.5686109823911029,0.7500000000000001,0,0,104,166,104,166,0.0,1.0,1.0,0.0,0.0,inf,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,3,0.5686109823911029,0.8,0,0,104,166,104,166,0.0,1.0,1.0,0.0,0.0,inf,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,3,0.5686109823911029,0.8500000000000001,0,0,104,166,104,166,0.0,1.0,1.0,0.0,0.0,inf,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,3,0.5686109823911029,0.9000000000000001,0,0,104,166,104,166,0.0,1.0,1.0,0.0,0.0,inf,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,5,0.578921455050973,0.05,104,166,0,0,104,166,1.0,0.0,0.0,1.0,0.3851851851851852,0.0,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,5,0.578921455050973,0.1,98,161,6,5,104,166,0.9423076923076923,0.057692307692307696,0.030120481927710843,0.9698795180722891,0.3783783783783784,0.031055900621118012,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,5,0.578921455050973,0.15000000000000002,95,150,9,16,104,166,0.9134615384615384,0.08653846153846154,0.0963855421686747,0.9036144578313253,0.3877551020408163,0.10666666666666667,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,5,0.578921455050973,0.2,81,116,23,50,104,166,0.7788461538461539,0.22115384615384615,0.30120481927710846,0.6987951807228916,0.41116751269035534,0.43103448275862066,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,5,0.578921455050973,0.25,62,81,42,85,104,166,0.5961538461538461,0.40384615384615385,0.5120481927710844,0.4879518072289157,0.43356643356643354,1.0493827160493827,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,5,0.578921455050973,0.3,53,65,51,101,104,166,0.5096153846153846,0.49038461538461536,0.608433734939759,0.39156626506024095,0.4491525423728814,1.5538461538461539,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,5,0.578921455050973,0.35000000000000003,45,54,59,112,104,166,0.4326923076923077,0.5673076923076923,0.6746987951807228,0.3253012048192771,0.45454545454545453,2.074074074074074,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,5,0.578921455050973,0.4,36,44,68,122,104,166,0.34615384615384615,0.6538461538461539,0.7349397590361446,0.26506024096385544,0.45,2.772727272727273,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,5,0.578921455050973,0.45,34,38,70,128,104,166,0.3269230769230769,0.6730769230769231,0.7710843373493976,0.2289156626506024,0.4722222222222222,3.3684210526315788,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,5,0.578921455050973,0.5,29,28,75,138,104,166,0.27884615384615385,0.7211538461538461,0.8313253012048193,0.1686746987951807,0.5087719298245614,4.928571428571429,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,5,0.578921455050973,0.55,24,19,80,147,104,166,0.23076923076923078,0.7692307692307693,0.8855421686746988,0.1144578313253012,0.5581395348837209,7.7368421052631575,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,5,0.578921455050973,0.6000000000000001,19,14,85,152,104,166,0.18269230769230768,0.8173076923076923,0.9156626506024096,0.08433734939759036,0.5757575757575758,10.857142857142858,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,5,0.578921455050973,0.6500000000000001,8,7,96,159,104,166,0.07692307692307693,0.9230769230769231,0.9578313253012049,0.04216867469879518,0.5333333333333333,22.714285714285715,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,5,0.578921455050973,0.7000000000000001,2,2,102,164,104,166,0.019230769230769232,0.9807692307692307,0.9879518072289156,0.012048192771084338,0.5,82.0,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
