model,weight,auc,prob_threshold,TP,FP,FN,TN,n_positive,n_negative,recall,fn_rate,specificity,fp_rate,precision,tn_fp_ratio,large_threshold,n_train_large,n_test_large
RF,15,0.6682027649769585,0.7500000000000001,3,5,32,88,35,93,0.08571428571428572,0.9142857142857143,0.946236559139785,0.053763440860215055,0.375,17.6,1.0,65,35
RF,15,0.6682027649769585,0.8,2,2,33,91,35,93,0.05714285714285714,0.9428571428571428,0.978494623655914,0.021505376344086023,0.5,45.5,1.0,65,35
RF,15,0.6682027649769585,0.8500000000000001,0,0,35,93,35,93,0.0,1.0,1.0,0.0,0.0,inf,1.0,65,35
RF,15,0.6682027649769585,0.9000000000000001,0,0,35,93,35,93,0.0,1.0,1.0,0.0,0.0,inf,1.0,65,35
RF,20,0.6709677419354839,0.05,35,84,0,9,35,93,1.0,0.0,0.0967741935483871,0.9032258064516129,0.29411764705882354,0.10714285714285714,1.0,65,35
RF,20,0.6709677419354839,0.1,34,70,1,23,35,93,0.9714285714285714,0.02857142857142857,0.24731182795698925,0.7526881720430108,0.3269230769230769,0.32857142857142857,1.0,65,35
RF,20,0.6709677419354839,0.15000000000000002,34,64,1,29,35,93,0.9714285714285714,0.02857142857142857,0.3118279569892473,0.6881720430107527,0.3469387755102041,0.453125,1.0,65,35
RF,20,0.6709677419354839,0.2,34,57,1,36,35,93,0.9714285714285714,0.02857142857142857,0.3870967741935484,0.6129032258064516,0.37362637362637363,0.631578947368421,1.0,65,35
RF,20,0.6709677419354839,0.25,33,57,2,36,35,93,0.9428571428571428,0.05714285714285714,0.3870967741935484,0.6129032258064516,0.36666666666666664,0.631578947368421,1.0,65,35
RF,20,0.6709677419354839,0.3,29,50,6,43,35,93,0.8285714285714286,0.17142857142857143,0.46236559139784944,0.5376344086021505,0.3670886075949367,0.86,1.0,65,35
RF,20,0.6709677419354839,0.35000000000000003,23,44,12,49,35,93,0.6571428571428571,0.34285714285714286,0.5268817204301075,0.4731182795698925,0.34328358208955223,1.1136363636363635,1.0,65,35
RF,20,0.6709677419354839,0.4,20,40,15,53,35,93,0.5714285714285714,0.42857142857142855,0.5698924731182796,0.43010752688172044,0.3333333333333333,1.325,1.0,65,35
RF,20,0.6709677419354839,0.45,19,30,16,63,35,93,0.5428571428571428,0.45714285714285713,0.6774193548387096,0.3225806451612903,0.3877551020408163,2.1,1.0,65,35
RF,20,0.6709677419354839,0.5,18,27,17,66,35,93,0.5142857142857142,0.4857142857142857,0.7096774193548387,0.2903225806451613,0.4,2.4444444444444446,1.0,65,35
RF,20,0.6709677419354839,0.55,13,22,22,71,35,93,0.37142857142857144,0.6285714285714286,0.7634408602150538,0.23655913978494625,0.37142857142857144,3.227272727272727,1.0,65,35
RF,20,0.6709677419354839,0.6000000000000001,9,17,26,76,35,93,0.2571428571428571,0.7428571428571429,0.8172043010752689,0.1827956989247312,0.34615384615384615,4.470588235294118,1.0,65,35
RF,20,0.6709677419354839,0.6500000000000001,8,15,27,78,35,93,0.22857142857142856,0.7714285714285715,0.8387096774193549,0.16129032258064516,0.34782608695652173,5.2,1.0,65,35
RF,20,0.6709677419354839,0.7000000000000001,6,9,29,84,35,93,0.17142857142857143,0.8285714285714286,0.9032258064516129,0.0967741935483871,0.4,9.333333333333334,1.0,65,35
RF,20,0.6709677419354839,0.7500000000000001,3,6,32,87,35,93,0.08571428571428572,0.9142857142857143,0.9354838709677419,0.06451612903225806,0.3333333333333333,14.5,1.0,65,35
RF,20,0.6709677419354839,0.8,2,4,33,89,35,93,0.05714285714285714,0.9428571428571428,0.956989247311828,0.043010752688172046,0.3333333333333333,22.25,1.0,65,35
RF,20,0.6709677419354839,0.8500000000000001,2,1,33,92,35,93,0.05714285714285714,0.9428571428571428,0.989247311827957,0.010752688172043012,0.6666666666666666,92.0,1.0,65,35
RF,20,0.6709677419354839,0.9000000000000001,0,0,35,93,35,93,0.0,1.0,1.0,0.0,0.0,inf,1.0,65,35
RF,30,0.680184331797235,0.05,35,83,0,10,35,93,1.0,0.0,0.10752688172043011,0.8924731182795699,0.2966101694915254,0.12048192771084337,1.0,65,35
RF,30,0.680184331797235,0.1,35,74,0,19,35,93,1.0,0.0,0.20430107526881722,0.7956989247311828,0.3211009174311927,0.25675675675675674,1.0,65,35
RF,30,0.680184331797235,0.15000000000000002,34,66,1,27,35,93,0.9714285714285714,0.02857142857142857,0.2903225806451613,0.7096774193548387,0.34,0.4090909090909091,1.0,65,35
RF,30,0.680184331797235,0.2,34,60,1,33,35,93,0.9714285714285714,0.02857142857142857,0.3548387096774194,0.6451612903225806,0.3617021276595745,0.55,1.0,65,35
RF,30,0.680184331797235,0.25,33,57,2,36,35,93,0.9428571428571428,0.05714285714285714,0.3870967741935484,0.6129032258064516,0.36666666666666664,0.631578947368421,1.0,65,35
RF,30,0.680184331797235,0.3,32,53,3,40,35,93,0.9142857142857143,0.08571428571428572,0.43010752688172044,0.5698924731182796,0.3764705882352941,0.7547169811320755,1.0,65,35
RF,30,0.680184331797235,0.35000000000000003,26,47,9,46,35,93,0.7428571428571429,0.2571428571428571,0.4946236559139785,0.5053763440860215,0.3561643835616438,0.9787234042553191,1.0,65,35
RF,30,0.680184331797235,0.4,25,44,10,49,35,93,0.7142857142857143,0.2857142857142857,0.5268817204301075,0.4731182795698925,0.36231884057971014,1.1136363636363635,1.0,65,35
RF,30,0.680184331797235,0.45,20,35,15,58,35,93,0.5714285714285714,0.42857142857142855,0.6236559139784946,0.3763440860215054,0.36363636363636365,1.6571428571428573,1.0,65,35
RF,30,0.680184331797235,0.5,19,30,16,63,35,93,0.5428571428571428,0.45714285714285713,0.6774193548387096,0.3225806451612903,0.3877551020408163,2.1,1.0,65,35
RF,30,0.680184331797235,0.55,17,22,18,71,35,93,0.4857142857142857,0.5142857142857142,0.7634408602150538,0.23655913978494625,0.4358974358974359,3.227272727272727,1.0,65,35
RF,30,0.680184331797235,0.6000000000000001,11,20,24,73,35,93,0.3142857142857143,0.6857142857142857,0.7849462365591398,0.21505376344086022,0.3548387096774194,3.65,1.0,65,35
RF,30,0.680184331797235,0.6500000000000001,9,16,26,77,35,93,0.2571428571428571,0.7428571428571429,0.8279569892473119,0.17204301075268819,0.36,4.8125,1.0,65,35
RF,30,0.680184331797235,0.7000000000000001,6,12,29,81,35,93,0.17142857142857143,0.8285714285714286,0.8709677419354839,0.12903225806451613,0.3333333333333333,6.75,1.0,65,35
RF,30,0.680184331797235,0.7500000000000001,4,11,31,82,35,93,0.11428571428571428,0.8857142857142857,0.8817204301075269,0.11827956989247312,0.26666666666666666,7.454545454545454,1.0,65,35
RF,30,0.680184331797235,0.8,3,5,32,88,35,93,0.08571428571428572,0.9142857142857143,0.946236559139785,0.053763440860215055,0.375,17.6,1.0,65,35
RF,30,0.680184331797235,0.8500000000000001,2,2,33,91,35,93,0.05714285714285714,0.9428571428571428,0.978494623655914,0.021505376344086023,0.5,45.5,1.0,65,35
RF,30,0.680184331797235,0.9000000000000001,0,0,35,93,35,93,0.0,1.0,1.0,0.0,0.0,inf,1.0,65,35
RF,50,0.6964669738863287,0.05,35,85,0,8,35,93,1.0,0.0,0.08602150537634409,0.9139784946236559,0.2916666666666667,0.09411764705882353,1.0,65,35
RF,50,0.6964669738863287,0.1,35,78,0,15,35,93,1.0,0.0,0.16129032258064516,0.8387096774193549,0.30973451327433627,0.19230769230769232,1.0,65,35
